,emotion,text
4234,disgust,"During lunch with some classmates, a priest was also there.  He  
was eating desperately as if someone was going to take his plate  
away.  He did it with gluttony.  He wiped his hands on his suit  
several times and it was full of crumbs."
4241,disgust,"They asked me to throw the rubbish into a dustbin which had some  
awful liquid accumulated at the bottom."
4248,disgust,"Once I had to clean a lavatory which was obstructed.  It was in a  
friend's country house and there was nobody there to help me."
4255,disgust,One day I went to see a rather disagreeable film (X).
4262,disgust,"When I had to sleep in a bed at a hostel, which was full of dirt."
4268,disgust,"A situation of overt unfairness, manipulation of people and its  
consequences."
4275,disgust,"When I was reading a book.  It had nothing to do with the book  
itself but with the disagreable smell of the pages of the book."
4282,disgust,"The first time I saw a pornographic film, all that in practice is  
so beautiful but on the screen appered as something mechanical,  
irrational, disgusting and dehumanizing."
4289,disgust,"My dog had been run over and died near the house.  We had to pick  
him up, cold and glassy eyed, to get rid of the corpse."
4296,disgust,"I was at the table at a French friend's house.  They served me a  
big dish with roast cauliflower and sauce.  I had to eat it. "
4303,disgust,"When I entered a brothel and saw two sailors with a young  
prostitute who was not older than 18."
4310,disgust,I saw some images of a decapitation in a horror film.
4317,disgust,"In a bus I fell sick and vomitted in a bag.  The entire situation  
was disgusting in itself."
4324,disgust,"I visited a place in Morocco where they worked the leather.  I  
saw the skins emerged in a liquid which ressembled putrification."
4331,disgust,"When I saw a film in which the man suffered from an illness and     
his skin came peeling off."
4338,disgust,The physical appearance of a meal.
4345,disgust,"When I was young, one day in the car we fell sick and ended up  
vomitting on each other."
4352,disgust,"I saw a program on T.V where they had to saw a skull for an         
operation."
4359,disgust,Seeing a film in which there were several bloody crimes.
4366,disgust,"I found a big, black spider near a bag of food."
4373,disgust,"I had to wash my grandmother because she did not get to the  
bathroom on time."
4380,disgust,When I was walking in a field which had a lot of manure.
4387,disgust,Finding a hair in the soup.
4394,disgust,"Ever since I have been a child, the sight of any kind of wound."
4401,disgust,"There was a cat on the street.  It had been run over and its head was  
open.  We passed beside it."
4408,disgust,"I was drinking coffee in a cafe and I found a piece of scrubber  
in my cup."
4415,disgust,"In a film there was a scene in which a rat was sliding on a bed,  
leaving a trace of blood behind, finally it entered the mouth of  
one of the actors."
4422,disgust,I saw a sort of black worm being attacked by many ants.
4428,disgust,"I found a cockroach crushed between two folders in my bedroom, I  
called my mother."
4434,disgust,At the hypocrisy of some of my friends.
4441,disgust,"In a park near our home, a group of young people who were  
strangely dressed were seated in the middle of the street.  They  
began to eat while carressing each other."
4448,disgust,"When I came to know that my father and his parents were : self  
interested, dirty, negative, egoist, bad peolpe,......"
4455,disgust,"When I was getting up, I found a live cockroach in my bedroom."
4462,disgust," I was at a friend's place for lunch and she fell ill and  
vomited."
4469,disgust,When I saw an insect going up my arm.
4476,disgust,When a person I did not know hurt a friend of mine.
4483,disgust,"When I saw a film in which there was a scene where women were cut  
to pieces.  Above all, it was the blood and the confusion which  
impressed me most."
4490,disgust,When opened a box of biscuits and found worms inside.
4497,disgust,"The transport to pick us up for lunch was always late and the  
driver made the same excuse every day."
4504,disgust,"When we were young, a friend of mine tried to dissect a frog while   
we were playing near his home."
4511,disgust,"When I failed the grade 7 twice and only passed it the third  
time."
4518,disgust,"I usually come back home early but this day I came home back late  
to find some visitors at my place."
4525,disgust,"When someone whom I trusted, disappointed me terribly."
4532,disgust,"When I got  grade ""C"" in M160 at the end of my first year at  
UNZA.  I had expected a ""C+"" or a ""B"" as M160 is easy, going by my  
capacity in mathematics."
4539,disgust,"When I was refused a transfer from my school to another, simply  
because it was far away from my house."
4546,disgust,"When a drunkard, in town yelled at me saying that I was a  
prostitute."
4553,disgust,"When my mother betrayed me by obtaining money from my husband  
when we were separated - pending divorce."
4560,disgust,"When I heard of the assassination of the Indian prime-minister,  
Indira Gandhi."
4567,disgust,I met my best friend's husband with a prostitute.
4574,disgust,"When my girlfriend told me that she was no longer interested in  
me."
4581,disgust,"When I realized that my closest friend had said bad things about  
me when I was not around and had betrayed me by making friends  
with my boyfriend's other girl."
4588,disgust,"The day I was forced to use a public convenience place in town.   
It was so filthy that it really made me sick."
4595,disgust,When my father thought that I was an unrelaible son.
4602,disgust,"I stormed into the room, hoping to cool myself with some soft  
music from my three band radio cassette.  There was only young  
Kaley there and he explained, "" Your aunt has sold it as she  
wanted to buy clothes."""
4609,disgust,"This was when I saw, for the first time, a naked woman  
(prostitute) run away from a house after having been discovered  
by the guardian."
4616,disgust,A pig in the well from which we drink.
4623,disgust,"When at school I thought that I was going to get the best results  
in mathematics, but it was someone else who got the prize."
4630,disgust,Over an argument.
4637,disgust,When I failed an exam.
4644,disgust,"When my brother promised me money but he failed to fulfill the  
promise."
4651,disgust,"One day I went to town to get my grocery.  On my way back, I took  
a mini bus which was full of drunk students.  I felt very  
disgusted."
4658,disgust,"When some people, including me, are treated in a way which  
equates them to an animal or a thing."
4665,disgust,"This happened when I went to visit my friend in Chelston and  
found him screwing my girlfriend."
4672,disgust,"A class-mate answered (accidentally) the call of nature in the  
class during a tough mathematics examination."
4679,disgust,When I discovered that my mother had been involved in adultery.
4686,disgust,"I was disgusted at the university wanting some of us to travel  
from our homes to the lectures here every day.  The way the whole  
thing was handled disgusted me."
4693,disgust,"This happened when I could not get into the school I had  
initially wanted, and ended up doing something I had never  
thought I would do."
4700,disgust,"When my best friend started getting involved in my private  
affairs."
4707,disgust,I saw a friend's husband with another woman.
4714,disgust,"When I was told that the brother who was staying with me would  
not go to the training school that year but only the year after."
4721,disgust,"I was in a train when a woman started talking loudly and  
attracting everybody's attention.  The worst thing was that she  
was discussing something, about which she knew nothing, with another person."
4728,disgust,"When I failed to secure employment after my form 5 in Lusaka despite  
my excellent certificate."
4735,disgust,"When a boy put a handful of cooked potatoes down my dress and  
there was no water to clean up."
4742,disgust,"On Christmas day a drunk man came to our house without a shirt  
on, he dansed, spoke nonsense and behaved stupidly."
4749,disgust,"The teacher of one course gave me 10 questions with sub-questions  
going from a to e for each question.  She asked me to do all this  
in one and a half hours.  It involved a lot of describing and  
explaining and even though I knew all the answers, I could not  
finish the work."
4756,disgust,"I was disappointed by a girlfriend when I visited her at her home  
in Woodlands."
4763,disgust,"Someone stole a K10 note and the teacher thought that it was me  
when I was not responsible for the theft."
4770,disgust,"I am disgusted at the number of second year students who are  
pregnant illegitimately."
4777,disgust,"When my cousin put feaces in my washing.  A silly idea which was  
meant to be a joke."
4784,disgust,"The day I went to eat dinner in the dinning hall and found a  
dead fly in my gravy."
4791,disgust,"When thieves broke into our house, I was disgusted by their  
behaviour.  They did not find anything so they broke things like  
the windows, glasses etc."
4798,disgust,"When I learnt that my offer to study at the university had been  
withdrawn  and so I would not get hostel accomodation at UNZA,  
even though I registered as a student later."
4805,disgust,"When I was denied my favourite dish at the dinning hall (shima  
with roast chicken), I felt disgusted."
4812,disgust,"When I saw a woman who had been run over by a train, just off  
Kafue.  The woman had been cut to bits, there was blood and         
splinters of bone every where."
4819,disgust,"When my mother got a terrible beating from my father.  It was so  
bad that she fainted and it was only then that my dad realized  
how bad it was."
4826,disgust,"My room-mate was drunk, he vomited on the floor and fell face  
down on the vomit nearly choking himself to death.  Then he  
fainted and so I called the first aid."
4833,disgust,When I witnessed an accident.
4840,disgust,When I learnt that my cousin sister was pregnant.
4847,disgust,"While watching a movie, someone who was drunk started vomiting  
helplessly."
4854,disgust,"When I was taking my girlfriend out, she seemed to have taken  
her time."
4861,disgust,"When I patronized a certain tavern which had prostitutes, it was  
almost a brothel."
4868,disgust,"I feel disgusted at not having got aa ""A"" in yesterday's  
practicals of G220."
4875,disgust,"I had prepared a special meal for my boyfriend but when my  
brother came home he ate it all.  I was really disgusted about it."
4882,disgust,"An officer at the Dean of students office had promised me to give  
me a room the next day, but he failed to keep his promise."
4889,disgust,When I was told that I had no right to control my lover.
4896,disgust,When I found out that someone close to me was flirting around.
4903,disgust,"When I was substituted in a play which was to be staged, after I  
had learnt all the lines."
4910,disgust,"I felt disgusted when a fellow student asked me to marry him.  I  
had not expected this from him as he was a mere friend."
4917,disgust,"When my relatives troubled me so that I would help them  
financially."
4924,disgust,"Last week a former school (secondary) mate of mine, who is now in  
a differentt school came to my room here at UNZA in my absence.   
He was drunk and he vomited in my room.  I was unhappy."
4931,disgust,"When my demand for accomodation on the campus was refused and the  
rooms were allotted to first year students who were from ""Rucher""  
and came from influential families."
4938,disgust,"When my friend, after a beer spree vomitted in my sitting room."
4945,disgust,When I found my girl in bed with another man.
4952,disgust,"When my grandmother came to stay with us permanently as she is a  
very difficult person to stay with and when she started telling  
false stories about us to other people."
4959,disgust,"One of these people who sell meat in town used a knife to stab  
his friend and later carried on using the same knife to cut meat."
4966,disgust,"When I, for the first time, failed a junior exam, i.e form 3."
4973,disgust,"When I went to report a stolen good at the police station, the  
woman-officer-in-charge was very rude and did not seem to have  
respect for anyone."
4980,disgust,"When the committee, to which I belong, was accused of having  
squandered the money of the association."
4987,disgust,"I came across a woman in town who was very drunk.  She was  
swearing at everyone and carried on drinking even though she  
could hardly stand."
4994,disgust,When I failed the  grade 7 exams.
5001,disgust,"When I found a maggot in my food at the dinning hall, all the  
food had gone bad."
5008,disgust,"When I heard that my sister had shouted at my friend's cousin at  
their place."
5015,disgust,"When a girl said in my back that we were in love, and she had  
actually refused me.  When I confronted her she started insulting  
me."
5022,disgust,"When my younger sister visited me during the school holidays and  
told me that she would not go back to school because she was  
pregnant."
5029,disgust,"A certain girl asked me what my major was and when I told her  
that it was P.A she started criticizing it saying, ""I hate that  
course.""  She just shows off in front of other people."
5039,disgust,"When I found out that the seat in the coach that I had booked had  
been sold to somebody else."
5046,disgust,"When I was teaching a student started making silly remarks in  
class."
5053,disgust,"I was disgusted at the way the bus conductor threw out an old  
woman oiut of the mini-bus simply because she could not pay the  
fare for her luggage."
5058,disgust,The same as in SHAME.
5065,disgust,"I felt disgusted at my teams poor perfomance prior to league  
play."
5070,disgust,"I saw someone that I thought I knew repeatedly drunk. I do not  
like to be around alcoholics."
5077,disgust,"I was listening to a priest in church saying how sinful man was,  
and how all men should renounce their desires and pleasures to  
please God. I could never understand how something that brings you  
joy could be a sin."
5084,disgust,"When I committed a sin mentioned in ANGER. A sin of sexual  
immorality."
5090,disgust,"A girlfriend of mine behaves in a very childish way - she does  
not like my going to see a friend who has been introduced to me  
by this same friend of mine.  I would like to be friends with  
both of them, but she does not like this as she is possessive and  
would like me to be close only to her."
5097,disgust,"A friend of mine remembered me when she needed me and did not  
even think about me when she did not need me."
5104,disgust,"[ I feel disgust at people lying.  It means that they say one  
thing to one person and the same thing in another way to another  
person and this makes people quarrel among themselves.]"
5111,disgust,"At work when I did not get the full co-operation of my colleagues  
to complete an assignment."
5118,disgust,"After joining my M.A in Social Sciences, I appeared for the first  
semester exam.  I failed one of the exams, and when I looked at  
my results I felt disgusted and then I got angry."
5123,disgust,"My notes were not returned to me, it kept on being  
procrastinated."
5135,disgust,"One evening when a boy who was drunk made a pass at me by trying  
to kiss me."
5142,disgust,When one of my friends started misbehaving.
5149,disgust,"I was disgusted to discover that my girlfriend of few weeks was  
already fooling around with another guy.  I was disappointed as  
the guy was a rogue and I respected my girlfriend."
5156,disgust,"When a student accused me of having stolen his textbook  as he  
had found a form bearing my name in his other books and all my  
explanations fell on deaf ears."
5163,disgust,"I was eating in the dinning hall and some women joined me.  I  
could not eat with them so I left the dinning hall."
5170,disgust,"I went to the shopping centre to buy something and saw packets of  
Kapenta  with maggots in them. Oh !"
5177,disgust,When I failed my first biochemistry test.
5184,disgust,"When my room-mate made a mess of the room after having drunk the  
whole night at a graduation party ceremony."
5191,disgust,"I went to spend a night with a relative of mine and there I  
found that the bed had been wet the previous night."
5198,disgust,"When a ""friend"" woke me up in the middle of a blessful sleep by  
knocking on the door.  Then he started calling me names and  
saying that he had heard that I had been talking behind his back, this  
was a lie and the guy was drunk to the core."
5205,disgust,"When I heard that a woman of my community had aborted and got rid  
of the foetus by throwing it in the drain."
5212,disgust,"When I was accused of having impregnated someone's daughter, it  
was the girl's cousin who had done it. "
5219,disgust,"When I saw a drunk man urinate upon himsellf and he seemed to be  
thoroughly content with it."
5226,disgust,"When I went to the clinic for a medical check-up and saw the way  
the lecturer was conducting the lecture and the kind of responses  
he got from the patients."
5233,disgust,I witnessed a scene in which two women were abusing each other.
5240,disgust,"When I failed the entrance exam of the medical school and was  
studying biochemistry which has no job prospects in Zambia."
5247,disgust,"When my elder brother failed form five in 1968 when I was 5 years  
old."
5254,disgust,When my father shouted at me for going to a party with my sister.
5261,disgust,When my parents insisted that I take up a teaching career.
5268,disgust,"When a girl I knew aborted and threw the seven month foetus in a  
man-hole."
5275,disgust,"When I beat up my brother in order to control him and make him  
obey my parents orders."
5282,disgust,"I once saw an elderly lady who was not properly dressed.  She was  
wearing a transparent dress, such things are not sopposed to be  
seen in African society."
5288,disgust,"Being mistreated by my former primary school teacher, Mr Zalu."
5299,disgust,"I felt disgusted when we (family) avoided a problem which could  
be solved readily."
5306,disgust,"When a close friend of mine maintained a relationship with me  
till she needed me and broke it off when she did not need me.   
She behaved life a really selfish person.  "
5311,disgust,"I felt very disgusted at a friend to whom I had given a Psychology  
book to read, and she did not care to give me back the book  
during the exams."
5320,disgust,Cueing for bath for a long time.
5327,disgust,Noisy people in the library.
5334,disgust,Some students trying to please the lecturer.
5341,disgust,Saw a dead rat on the street.
5348,disgust,First anatomy lesson.
5355,disgust,Dead rat in the kitchen of the university.
5362,disgust,People talking in an important lecture.
5369,disgust,When junior doctors returned to work after bunking them.
5376,disgust,"When a classmate of ours knocked on our door at 2 o'clock in the  
morning.  I was disgusted at his behaviour."
5386,disgust,Seeing a person panhandling money on Telegraph.
5393,disgust,"I felt disgust as a result of one of my midterms - I thought I  
had prepared well for it, but the end result wasn't what I had  
expected."
5400,disgust,"Seeing a friend ""making love"" to a high school girl. I  
accidentally was dragged into this room where the happenings had  
occurred. I was disgusted at the reality."
5407,disgust,"I was supposed to be studying for my math midterm a few days ago,  
however, I fooled around with my roommate, and didn't start  
studying until 12:00 am. I was disgusted with myself."
5413,disgust,"My parents claimed me on their income tax after I had been out of  
the house for two years receiving no financial support from them.  
As result I had to work more during school because they were  
expected by the FAO to contribute to my education when they  
refuse to do so."
5420,disgust,"I found out that someone that I knew had someone else taking  
tests for her."
5427,disgust,"When I lose on my bets on anything - baseball, football,  
basketball, track, craps, poker, or arcade - whether its 5  
dollars or 200 I feel that I should never have done it in the  
first place."
5434,disgust,Saw a scene in a movie implying incest as humorous.
5441,disgust,"When I stand at the bus stop for one hour waiting for the bus to  
arrive."
5448,disgust,"When a friend of mine keeps telling me morbid things that  
happened to his dog."
5455,disgust,"Right now I volunteer at a hospital. Yesterday, Halloween, I  
dressed up as a doctor and went to work. The volunteer  
coordinator told me after my shift that it was dangerous to have  
done what I did."
5462,disgust,"I applied for a job of GALSO counselor and I made the strongest  
possible application but was denied an interview. I felt  
disgusted at the system which by promoting the cause of  
minorities makes employing whites lowest priority."
5469,disgust,"A friend of mine had sex with someone of a different race on a  
Winnebago trip down to USC in front of everyone (all my friends  
embarrassed my sorority house name)."
5476,disgust,"When other people refuse to do their house jobs and give the  
work to someone else."
5483,disgust,I saw part of a Prince video with him crawling out of a bath tub.
5490,disgust,Finding out my grades at the end of my Sophomore year.
5497,disgust,When I was getting so fat.
5504,disgust,"When I study my butt off for a midterm and still get an average  
grade."
5511,disgust,Doing poorly on a midterm.
5518,disgust,"When people/press analyze a particular newsworthy item (CAL  
Football team) which I am a member and can only see the situation  
in a bad light and always put the team down."
5525,disgust,"Sitting in the dorm when the guys were verbally reading letters  
in Penthouse."
5532,disgust,When I found out the CIA was mining Nicaraguan harbors.
5539,disgust,When I saw President Reagan get elected.
5546,disgust,When a skunk invaded camp.
5553,disgust,When my roommate forgets to flush the toilet.
5560,disgust,"Through the media and their presentation of a kidnapped child who  
was raped."
5567,disgust,"Once when I was babysitting for some neighbors children I found  
roaches in ther bathroom. I had never seen a roach before but I  
called my mother to make sure that's what they were. And she came  
over and checked."
5574,disgust,"After learning on the news about this man who killed more than  
300 women and habitually copulated into their inert bodies."
5581,disgust,"When my roommate came home at 10 in the morning after sleeping  
with a guy she did not know because she got drunk. (Se has a  
boyfriend too)."
5588,disgust,"I was playing a sport in an advanced PE class and many of the  
people were not advanced."
5595,disgust,"Cleaning the bathroom of my apt. and realizing my roommate who  
had lived there all summer by himself had never cleaned the  
place."
5602,disgust,"I was reading in the paper the feature on Henry Lucas who claims  
to have killed 380 people. He was a recreational killer and a  
necrophiliac and zoophiliac. He has raped and beaten many women  
and killed men too."
5609,disgust,"When an employer of my younger sister (17 yrs) made a ""pass"" at  
her."
5616,disgust,Robbery mentioned under sadness.
5623,disgust,"This person I know lied about how much income his parents made  
and received money through grants which he did not need. Another  
person is barely making it, did not lie, and did not receive  
enough money."
5630,disgust,"I read in the newspaper about a 21 yr. old woman who was found  
naked and dead along a roadside. It turned out she had had two  
relatives 14 and 19 who were kidnapped, raped and killed earlier."
5636,disgust,NO RESPONSE
5643,disgust,"When one individual takes advantage of and/or injures another  
relatively defenseless individual, consciously. I feel disgust  
mingled with anger. A person on my dorm floor verbally assaulted  
another person for having a certain religious belief."
5650,disgust,"One of my good friends told people something I had told her  
in confidence about someone else."
5657,disgust,"I vividly remember having feelings of disgust toward some of my  
jr. high classmates who didn't work at all on their schoolwork  
and who would coplain and take my tax money when I was older and  
more successful than they were. At the time I pictured some  
adults like this that I knew in the complaining situation."
5664,disgust,"When I saw a girl in my economics discussion section smiling and  
asking stupid questions to the TA. just to get attention. She was  
obviously ass-kissing. It happens in every Econ. discussion held  
weekly."
5671,disgust,"I felt disgusted when I found out that someone had betrayed me.  
That person had been dishonest with me and I felt used."
5678,disgust,"I was disgusted at the behavior of these boys I work with in the  
scouting program. They showed a lack of interest, unrest, and at  
times just plain rude behavior."
5685,disgust,"My friends and I were sitting at a restaurant. We were talking  
and a few of them said awful things about women. I became  
disgusted by their narrow-mindedness."
5692,disgust,"I didn't do very well on a midterm and I'm disgusted with myself  
because I was prepared and thought I did well."
5699,disgust,"I thought that the guy I had been associating with for over a  
year went out 2 or 3 times with a high school girl whom he claimed  
not to like."
5706,disgust,"I was disgusted to find out that the water isn't filtered or  
purified before it leaves Latimer Hall from the drains."
5713,disgust,"I attended a ceremony in Denmark which is comparable to our  
Halloween. They build a large bonfire and place a life size dummy  
of a witch. The crowd cheered when the dummy burst into flames."
5720,disgust,"Now that the 49ers are winners, the fans are coming out of the  
woodwork and jumping on the bandwagon and that disgusts me."
5727,disgust,"I felt disgusted when I was in a restaurant which didn't appear  
to be clean and orderly. (I do not like to be in unclean  
environments)."
5734,disgust,"I took a psych. experiment with a totally unappealing gay man as  
the experimentor, some homosexuals are funny or cute, but this  
guy was disgusting. Plus the experiment was about gays too."
5741,disgust,Getting a low grade on my physics midterm.
5748,disgust,"Getting back my math midterm, I received a lower grade than I  
thought I would get. After going through the questions I felt  
that the grader had graded harshly and I had made only a few ?  
errors."
5755,disgust,"When I saw a wino by some cans with Food Stamps and use the  
change to buy wine."
5762,disgust,"My friends aren't working for the same common goal we all need to  
accomplish."
5769,disgust,An Engineer I know wants war so he can get a job making bombs.
5776,disgust,"I trusted a friend of mine, but she lied to me about something  
and this disgusted me."
5783,disgust,"I felt disgusted while studying for my applied psychology and  
mental testing papers in B.A."
5790,disgust,"When my parents-in-law scolded me, without any reason, in front of the  
other members of my family for the first time.  They had called  
me from my room where I had been studying for my exams."
5797,disgust,When my husband quarrelled with me for no reason at all.
5802,disgust,"A girl, who is a friend of mine was having an affair with a boy  
who is also a friend of mine.  I got to know that this girl was  
also seeing another guy.  Later on, she just broke off with this friend  
of mine without giving any explanations.  This made him sad and  
depressed, and I felt disgust for this girl."
5809,disgust,When people around me did not understand me the right way.
5814,disgust,"When I had exams a relative of ours, who lives in another city, 
came to visit us and I felt disgusted at him."
5820,disgust,When my husband told me about his pre-marital affairs.
5827,disgust,"I feel disgusted when people do not understand me in the right  
way, i.e they misunderstand me."
5834,disgust,"I feel disgust at my neighbour, because she comes to our house with  
her child, who spoils our furniture."
5841,disgust,"When my friend who is close to me got engaged and did not invite  
me."
5848,disgust,"When a begggar approached me for money, I felt disgusted."
5855,disgust,"I feel disgusted at my cousin, who is bad-mannered, does not know  
how to behave and talk to others, he does not respect elders and  
lies all the time."
5861,disgust,"I do not like one of our neighbours as they are very selfish.   
Whenever they want something or need help they come to see us,   
otherwise they do not even bother about people who live next to  
them."
5868,disgust,"We had gone to our native village and I went to visit a tribal  
group which believes in Goddess Kali.  As it was a festival day they  
had to offer a hen to the Goddess so they cut the head off a hen  
right in front of my eyes.  I felt disgusted and evenb gave up  
eating meat after this incident."
5875,disgust,"The way my husband and his family treated me - unfairly, cruelly,  
and unjustly."
5882,disgust,"My husband falls ill and does not follow the doctor's advice on  
the treatment or the diet control."
5888,disgust,"I was disgusted at the existing red-tape in the government  
offices.  I accquired my passport three months after having applied for  
it and I had to go back five times to them to correct a minor  
error."
5894,disgust,"Despite my being affectionate, sincere, and helpful to close   
relatives of mine; they turned around and accused me of being  
inconsiderate in my relationship with them."
5901,disgust,"When we complained about the uncleanliness of the work place, the  
authorities agreed to have the place cleaned.  Even after 2-3  
days nothing had been done.  I felt disgusted at the whole  
situation."
5908,disgust,"When my friend got very low marks in field work even though he  
had worked throughout the year, I had this feeling."
5915,disgust,[ When I see that the toilet is unclean.]
5921,disgust,"When I was in a Christian institution, sometimes the nuns would  
send back the people who came to visit us when it was not the  
visiting hours.  This disgusted me."
5927,disgust,"When I went to visit a relative and saw how messy and dirty his  
place was, in the absence of his wife."
5934,disgust,"[ I feel disgusted at people who talk negatively about a person  
without knowing the person well.]"
5941,disgust,"One day my colleague misbehaved with me.  I felt disgusted and  
thought to myself that he could only do this because I was a  
woman."
5948,disgust,"I was most disgusted when I had to make a nagging three day  
journey recently from Calcutta to Bombay.  It was very boring and  
tiring."
5957,disgust,"This is an incident that many of us witness in our everyday life  
in a city like Bombay.  One day I was travelling by bus, three  
men dragged two fellows out of the bus.  Once outside they were  
beaten into pulp.  These two fellows, who got beaten, were pick-pockets  
and they were being beaten by all and sundry.  I thought to  
myself -""what is life?"".  It is one hell of a place where  
everyone is after someone else.  One waits to cut the throat of  
the other one just for a living, (money).  When I think about  
such things - the purpose of life, etc, I feel very disgusted and  
dejected."
5963,disgust,"We had come back from a programme and we were all (three girls)     
staying over at another girls placce.  One of them started  
passing very nasty and outright bitchy remarks at me.  It was  
brought on by a male colleague's compliments to me, this girl was  
herself interested in this guy.  Bitchiness and catty remarks  
made by women never fail to disgust me.  I can particularly  
remember this incident as she knew that I had not encouraged the   
guy."
5975,disgust,"When I heard that a 14 years old girl had been raped by four  
rikshaw drivers in our town."
5982,disgust,"My classmate at TISS has the habit of biting his nails and ever  
since my childhood I have never liked this habit.  This person is  
near me in class, dining hall and the campus so I suggested that  
he should stop biting his nails.  However he found it difficult  
and my disgust feelings have not changed."
5989,disgust,"I once got a phone call stating ""one of your friend is in jail,  
please come and see him"".  When I went to the jail and saw him, I  
was disgusted."
5996,disgust,"[ This is an everyday feeling.  Many situational events : causes  
are unclean and dirty environment, illiteracy, poverty and  
neglect of human resources, disgust at the lack of perception on  
the part of us ( educated few) for the lack of drive and drive  
towards their redemption. ]"
6003,disgust,"I feel disgusted since I am unable to cope with all the wordly  
affairs as I spend much precious time to pursue my hobby and  
to be admist the people I love and long to be with."
6010,disgust,"In Punjab, when in the name of religion people killed each other  
during the agitation."
6015,disgust,"Students on campus were unnecessarily creating trouble just to  
heckle the authorities - not to achieve something concrete, but  
to further their own interest."
6022,disgust,"Yesterday, I was just about to cross the road when a country guy  
who was ahead of me spat out a mouthful of betel juice on the  
road.  It was very windy and had I not checked my speed I would  
have had a very good shower of his saliva.  Though I was not  
angry, I felt that these people were very indecent."
6029,disgust,"When I could not attend the college picnic due to some  
difficulties."
6036,disgust,"One day, at an important place I met a group of girls and while  
we were waiting for a bus these girls started smoking and  
commanded me to smoke; I felt very disgusted. "
6046,disgust,"Once when I was studying for my examination, I was asked to do  
some work which was unavoidable."
6059,disgust,"After my +2, when I did not get admission in B.E I felt disgusted."
6065,disgust,"My elder sister forced me to do a few things which I did not like  
to do."
6070,disgust,"I felt disgusted when I was in a helpless position at the loss of  
my fiancee."
6081,disgust,"Four weeks ago I felt very much touched to find an asciatic  
patient who had asked the very morning to be tapped of the fluid,  
dying in the evening. I was really disgusted because this was the  
Medical staff's negligence. Had the Clinical officers done  
something that very morning he might have been alive today."
6088,disgust,"I had experienced odd moments one time when a patient came into  
the Ward in which I was working. The patient was badly burnt in  
the right side of her body. I was very nervous at the sight."
6095,disgust,"The first day I visited the hospital I was disgusted because I  
experienced offensive smell which I never expected. I nearly ran  
away from the course."
6101,disgust,"When mum had beaten my young sister just because she had received  
a letter from a boyfriend."
6108,disgust,"The time when I cleaned the house and everything was tidy,  
then my cousin, who is 4 years old, came with a muddy pot and made  
a mess of the whole thing."
6109,disgust,Bad temper of the serving lady in the students' dining hall.
6116,disgust,Saw a dirty street.
6123,disgust,Someone not responding to my criticism.
6130,disgust,"Finding out that old and useless practitioners of retirement age  
will go to your English lectures and they do not understand  
English."
6137,disgust,Saw a real party leader.
6144,disgust,"Saw my class leader acting like a God when he chose people to go  
to your English lectures."
6151,disgust,Hear people talking at my back.
6156,disgust,"I was disgusted at myself when I dropped a vital catch, while  
playing a cricket match, and we lost the match; though the catch  
was difficult. "
6169,disgust,"When I opted for my research field, for them the percentage of  
marks was more important than my knowledge."
6176,disgust,[ When mix was coming from column for several days.]
6187,disgust,"I was disgusted when our cricket team manager dropped me from the  
team."
6194,disgust,"When I lost the notes of the lecturer I had borrowed from my  
friend."
6201,disgust,"There was a family fight in my house some time back.  My uncle  
had given me a watch as a present and I lost it.  During the  
fight he accused me of having sold the watch.  I was disgusted at  
his false accusations."
6207,disgust,"A railways officer, when asked by the ticket checker to produce  
his tickets, got very aggressive and started abusing and using  
his authority in a very wrong way."
6213,disgust,"When Kanishka was blown up, I really felt disgusted at people  
killing each other."
6222,disgust,"I felt the emotion when I entered a certain ward in the hospital  
to visit my relative who was sick."
6229,disgust,"One of my best friends was found lying flat on the road because  
he was drunk and was taken by the police and put in a cell. I  
went to see him the following morning, the place was really a  
mess and was smelling badly. I didn't like it."
6236,disgust,"In Ward 1A was an epileptic patient who was burnt the whole body  
and was stinking very much such that the whole ward was affected.  
Few people could come near him."
6243,disgust,"The time I went to see one of my girlfriends at Area 18 I found  
that she was not there but in the room she was sleeping, in the same  
room there were some women visitors with children so the room was  
smelling very badly with some faeces and urine in it so I didn't stay  
any longer."
6250,disgust,"I was disgusted with my girlfriend's behaviour. She was going out  
with other boys who were also my friends."
6257,disgust,"I was disgusted with the behaviour of one of my fellow students  
during my Secondary School life. He was a habitual noise-maker  
and caused great conflicts with the teachers."
6264,disgust,"The emotion came to me when a certain girl who was not polite to  
her mother hit her sister severely."
6271,disgust,This situation occurred when I entered into a smelling ward.
6278,disgust,"I felt disgusted when a certain lady spoke words of sarcasm when  
I was trying to propose to her."
6285,disgust,"I was double crossing Mercy and Maria. They one day came to know  
each other. I was found by Mercy red-haded when I was with Maria."
6292,disgust,"I was disgusted when my brother was arrested because of stealing  
money."
6299,disgust,When I was presumed to have stolen maize from the school garden.
6306,disgust,"When I entered the wound intensive care at the Central Hospital  
in Blantyre which was stinking."
6313,disgust,"I felt disgust when I saw a friend walking in stagnant water  
without putting on gum boots."
6320,disgust,"I was disgusted to see a person vomitting and I was told to clean  
the place where the vomit was."
6327,disgust,"A sister broke a cup and when mother asked I was reported to have  
been responsible."
6333,disgust,"I was disgusted when I was told to dress a big rotten stinky  
wound which, coming closer, made me feel like vomitting."
